customer,customer_country,counterparty,ccy,converted_time,scaled_amount,type_DIVIDEND,type_INTEREST,type_INVESTMENT,type_OTHER,type_PAYMENT,type_TRANSFER,type_TT,counterparty_country_CN,counterparty_country_DE,counterparty_country_FR,counterparty_country_HK,counterparty_country_IN,counterparty_country_JP,counterparty_country_SG,counterparty_country_UK,counterparty_country_US,outside_normal_hrs,customer_local_ccy,no_common_ccy,fraud_flag
K33411671937212,SG,72651617146142,GBP,2021-05-30 21:06:55,-0.084172722081118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K33411671937212,SG,98161837197445,GBP,2021-06-28 13:11:13,-0.0419157179268215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K33411671937212,SG,98161837197445,SGD,2021-07-08 22:47:36,-0.171886953364618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
K33411671937212,SG,72651617146142,SGD,2021-07-27 08:19:59,-0.1579252823278643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
K33411671937212,SG,72651617146142,GBP,2021-08-12 18:18:48,-0.0833263296233308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K33411671937212,SG,98161837197445,GBP,2021-08-13 14:47:52,-0.0404601230538536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K33411671937212,SG,72651617146142,GBP,2021-08-25 00:43:56,-0.0828177682364794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K33411671937212,SG,72651617146142,SGD,2021-10-17 15:31:59,-0.1574102138820439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
K33411671937212,SG,98161837197445,SGD,2021-10-24 20:04:46,-0.1721474613731352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
K33411671937212,SG,72651617146142,SGD,2021-12-15 08:18:43,-0.1579678370901655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
K33411671937212,SG,72651617146142,SGD,2021-01-10 19:07:37,-0.0492012225022706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
K33411671937212,SG,72651617146142,GBP,2021-02-07 13:23:48,-0.0120245925054732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K33411671937212,SG,72651617146142,SGD,2021-03-14 18:22:30,-0.0487446421645123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
K33411671937212,SG,72651617146142,SGD,2021-04-04 08:35:18,-0.0497327290692687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
K33411671937212,SG,72651617146142,SGD,2021-05-05 05:15:43,-0.0497688095381821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
K33411671937212,SG,72651617146142,GBP,2021-06-09 18:47:06,-0.0114019994772795,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K33411671937212,SG,72651617146142,SGD,2021-06-29 08:47:24,-0.0491908197393357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
K33411671937212,SG,72651617146142,GBP,2021-07-20 10:36:03,-0.0124287071108233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K33411671937212,SG,72651617146142,GBP,2021-11-09 10:44:31,-0.0104104950605778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K33411671937212,SG,72651617146142,SGD,2021-11-28 13:16:34,-0.0490490217407654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
K33411671937212,SG,98161837197445,BRL,2021-09-28 21:52:47,-0.1854108759268773,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
K33411671937212,SG,72651617146142,HKD,2021-01-09 16:31:58,-0.1675560625126365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
K33411671937212,SG,98161837197445,JPY,2021-07-02 07:03:02,-0.1876755282997105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
K33411671937212,SG,72651617146142,CNY,2021-12-04 18:00:33,-0.1603470621691843,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
K33411671937212,SG,98161837197445,GBP,2021-01-26 07:38:49,-0.1307516523007247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K33411671937212,SG,98161837197445,SGD,2021-02-01 02:04:42,-0.179779095057524,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
K33411671937212,SG,98161837197445,GBP,2021-02-05 06:06:54,-0.1299263324392054,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
K33411671937212,SG,98161837197445,GBP,2021-02-13 22:22:49,-0.130485989586238,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K33411671937212,SG,98161837197445,GBP,2021-02-23 06:31:33,-0.1298738976177229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
K33411671937212,SG,98161837197445,GBP,2021-03-06 23:12:08,-0.130268533078598,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K33411671937212,SG,98161837197445,SGD,2021-03-09 14:05:07,-0.1795594299642428,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
K33411671937212,SG,98161837197445,SGD,2021-05-06 18:57:48,-0.1795687353893154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
K33411671937212,SG,98161837197445,GBP,2021-05-10 05:24:34,-0.1307619419296716,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
K33411671937212,SG,98161837197445,SGD,2021-05-31 16:35:14,-0.1795280680481374,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
K33411671937212,SG,98161837197445,GBP,2021-09-23 13:13:38,-0.1298544459903988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K33411671937212,SG,98161837197445,BRL,2021-05-25 21:24:45,-0.1777869001152212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
K33411671937212,SG,98161837197445,SGD,2021-09-20 19:54:16,-0.1522685934345824,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
K33411671937212,SG,11459555211938,SGD,2021-01-02 18:02:25,-0.1392230678323307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K33411671937212,SG,11459555211938,SGD,2021-01-18 03:37:26,-0.1395553856305587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
K33411671937212,SG,11459555211938,HKD,2021-01-31 13:42:51,-0.1787574293050711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
K33411671937212,SG,11459555211938,USD,2021-05-08 05:35:45,-0.1474210391330144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
K33411671937212,SG,11459555211938,USD,2021-06-04 18:42:35,-0.1475695970419259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
K33411671937212,SG,11459555211938,SGD,2021-06-14 11:34:18,-0.1389592019699549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K33411671937212,SG,11459555211938,USD,2021-06-14 20:53:41,-0.1478460334504559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
K33411671937212,SG,11459555211938,SGD,2021-07-06 10:54:51,-0.139088885358525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K33411671937212,SG,11459555211938,USD,2021-09-17 16:37:49,-0.147094650668554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
K33411671937212,SG,11459555211938,JPY,2021-09-23 17:01:31,-0.1872858482558848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
K33411671937212,SG,11459555211938,SGD,2021-09-28 12:39:49,-0.1386130796614188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K33411671937212,SG,11459555211938,SGD,2021-11-02 13:32:01,-0.1387976957833772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K33411671937212,SG,11459555211938,SGD,2021-11-12 09:05:42,-0.1392589507804289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K33411671937212,SG,11459555211938,EUR,2021-12-02 21:16:51,-0.1188816614750912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
K33411671937212,SG,11459555211938,SGD,2021-12-05 13:38:08,-0.1390954035454273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K33411671937212,SG,45554233157743,SGD,2021-03-24 00:14:50,-0.1701848067660863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K33411671937212,SG,45554233157743,USD,2021-06-02 12:05:24,-0.1599590669933679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
K33411671937212,SG,45554233157743,SGD,2021-09-03 10:45:03,-0.1704313566369946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K33411671937212,SG,45554233157743,SGD,2021-12-12 12:09:26,-0.1704087734237878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K33411671937212,SG,11459555211938,SGD,2021-01-28 00:55:03,-0.1367686083421428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K33411671937212,SG,45554233157743,USD,2021-01-28 09:45:20,0.015081993887589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
K33411671937212,SG,11459555211938,USD,2021-02-10 17:54:40,0.0440781422945728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
K33411671937212,SG,11459555211938,USD,2021-02-12 17:21:15,0.0448356763506889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
K33411671937212,SG,45554233157743,SGD,2021-03-17 22:01:23,0.0270150371285736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K33411671937212,SG,11459555211938,SGD,2021-04-04 09:57:59,-0.1358553379328401,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K33411671937212,SG,11459555211938,USD,2021-05-27 12:03:08,0.0420986993455581,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
K33411671937212,SG,11459555211938,USD,2021-07-11 13:45:22,0.0439706031840645,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
K33411671937212,SG,45554233157743,SGD,2021-07-29 13:04:57,0.0271640117167635,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K33411671937212,SG,11459555211938,USD,2021-08-12 12:30:48,0.0453169594638291,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
K33411671937212,SG,11459555211938,SGD,2021-08-15 16:32:58,-0.136010984335233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K33411671937212,SG,11459555211938,USD,2021-09-01 14:18:14,0.0452929416745606,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
K33411671937212,SG,45554233157743,USD,2021-10-06 21:09:02,0.0157566248409792,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
K33411671937212,SG,45554233157743,SGD,2021-11-02 08:32:20,0.0273244205654789,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K33411671937212,SG,45554233157743,SGD,2021-11-04 19:24:59,0.0260718971826582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K33411671937212,SG,11459555211938,SGD,2021-12-05 19:14:46,-0.1359420934642359,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K33411671937212,SG,45554233157743,SGD,2021-12-07 09:38:06,0.0273296658404608,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K33411671937212,SG,11459555211938,USD,2021-12-14 14:22:11,0.0443633264950758,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
K33411671937212,SG,45554233157743,SGD,2021-12-15 17:11:18,0.0272665030731051,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K33411671937212,SG,33391368159541,SGD,2021-04-15 13:01:22,-0.1306922316100342,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
K33411671937212,SG,33391368159541,SGD,2021-04-16 01:03:27,-0.1106658156225126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
K33411671937212,SG,33391368159541,SGD,2021-04-28 02:16:25,-0.1464938968275855,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
K33411671937212,SG,33391368159541,SGD,2021-05-01 03:01:41,-0.1353668909035598,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
K51727366778353,SG,83722419663788,GBP,2021-01-28 11:00:15,-0.0132653737549484,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
K51727366778353,SG,83722419663788,BRL,2021-02-24 20:00:27,-0.1448643841040438,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
K51727366778353,SG,83722419663788,EUR,2021-03-09 21:31:16,-0.00145275484385,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K51727366778353,SG,83722419663788,SGD,2021-03-23 13:56:05,-0.0779834289738664,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
K51727366778353,SG,83722419663788,SGD,2021-08-12 13:08:18,-0.0780200142181965,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
K51727366778353,SG,83722419663788,EUR,2021-08-17 12:05:26,-0.003038176222974,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K51727366778353,SG,83722419663788,EUR,2021-08-30 10:45:12,-0.0030440183879312,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K51727366778353,SG,83722419663788,EUR,2021-09-21 17:11:59,-0.00228824625458,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K51727366778353,SG,83722419663788,EUR,2021-10-15 13:07:43,-0.0037647684424649,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K51727366778353,SG,83722419663788,SGD,2021-10-30 23:41:18,-0.0787801621021897,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
K51727366778353,SG,83722419663788,EUR,2021-11-05 18:50:48,-0.0022619410568098,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K51727366778353,SG,83722419663788,EUR,2021-12-30 13:53:50,-0.002179439796118,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K51727366778353,SG,83722419663788,SGD,2021-02-13 17:25:21,-0.0252775452564124,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
K51727366778353,SG,83722419663788,SGD,2021-02-19 11:23:12,-0.0239744345981383,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
K51727366778353,SG,83722419663788,SGD,2021-02-22 13:31:51,-0.024710945824577,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
K51727366778353,SG,83722419663788,EUR,2021-03-02 09:02:23,0.0271307327050462,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K51727366778353,SG,83722419663788,SGD,2021-04-11 20:12:10,-0.0260469766187209,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
K51727366778353,SG,83722419663788,EUR,2021-04-19 17:58:44,0.0255315868749116,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K51727366778353,SG,83722419663788,EUR,2021-08-31 17:17:58,0.0270281393426498,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K51727366778353,SG,83722419663788,EUR,2021-11-02 16:54:22,0.0274227791310545,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K51727366778353,SG,83722419663788,SGD,2021-11-16 10:20:33,-0.0232805000807581,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
K51727366778353,SG,83722419663788,SGD,2021-12-17 17:36:00,-0.0240887991501503,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
K51727366778353,SG,83722419663788,SGD,2021-12-27 14:30:37,-0.0246951222126021,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
K51727366778353,SG,83722419663788,EUR,2021-12-30 18:41:47,0.027847155229982,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K51727366778353,SG,54934962242163,SGD,2021-02-02 12:56:27,0.002414236581386,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
K51727366778353,SG,54934962242163,SGD,2021-08-26 18:25:46,0.0032209554842565,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
K51727366778353,SG,54934962242163,BRL,2021-09-09 13:36:28,-0.0481708046303151,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
K51727366778353,SG,54934962242163,BRL,2021-09-26 17:48:30,-0.0481787920135158,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
K51727366778353,SG,54934962242163,BRL,2021-06-12 06:30:33,0.0175178861120371,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
K51727366778353,SG,54934962242163,SGD,2021-07-30 14:30:27,-0.0977394828588672,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
K51727366778353,SG,54934962242163,SGD,2021-09-22 08:34:56,-0.0985196900789838,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
K51727366778353,SG,63752527427552,USD,2021-02-20 10:45:12,-0.1835156961613193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
K51727366778353,SG,63752527427552,USD,2021-03-20 13:54:11,-0.1835676883383457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
K51727366778353,SG,63752527427552,SGD,2021-06-08 21:53:27,-0.021869521110617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K51727366778353,SG,63752527427552,SGD,2021-09-09 17:08:06,-0.0221401685209821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K51727366778353,SG,63752527427552,SGD,2021-11-01 17:07:29,-0.0217330781208149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K59474963642861,UK,14122799527753,CNY,2021-03-25 15:21:59,-0.0078341825375179,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
K59474963642861,UK,14122799527753,JPY,2021-03-26 09:43:41,-0.0213208694772061,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
K59474963642861,UK,14122799527753,GBP,2021-05-06 16:57:05,-0.0181578808884333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
K59474963642861,UK,14122799527753,CNY,2021-06-11 22:15:08,-0.0078776439172698,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
K59474963642861,UK,14122799527753,GBP,2021-06-24 12:04:02,-0.0183651887209477,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
K59474963642861,UK,14122799527753,GBP,2021-07-09 05:43:57,-0.0169022994877332,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
K59474963642861,UK,14122799527753,CNY,2021-07-20 16:20:36,-0.0080808257594218,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
K59474963642861,UK,14122799527753,JPY,2021-08-10 15:52:56,-0.0213437737189227,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
K59474963642861,UK,14122799527753,GBP,2021-10-13 06:54:24,-0.017114153080981,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
K59474963642861,UK,14122799527753,GBP,2021-10-30 15:20:16,-0.018218631985366,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
K59474963642861,UK,14122799527753,CNY,2021-12-11 15:42:38,-0.0080464521918255,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
K59474963642861,UK,14122799527753,INR,2021-08-11 19:00:59,-0.1773481171756874,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
K59474963642861,UK,14122799527753,CNY,2021-01-02 01:22:01,-0.0664103162610372,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
K59474963642861,UK,14122799527753,GBP,2021-02-28 13:00:24,-0.0717258653778965,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
K59474963642861,UK,14122799527753,CNY,2021-03-06 11:17:02,-0.0663665173339766,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
K59474963642861,UK,14122799527753,JPY,2021-06-06 10:37:52,0.0111715235128308,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
K59474963642861,UK,14122799527753,JPY,2021-07-30 13:52:50,0.0111468565817583,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
K59474963642861,UK,14122799527753,JPY,2021-08-02 17:05:26,0.0110480755627433,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
K59474963642861,UK,14122799527753,CNY,2021-08-11 12:06:25,-0.0663607097892562,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
K59474963642861,UK,14122799527753,INR,2021-08-29 05:43:27,-0.1773128731564234,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
K59474963642861,UK,14122799527753,GBP,2021-12-25 07:10:07,-0.0720671145789961,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
K59474963642861,UK,26591277579739,EUR,2021-01-01 11:49:29,-0.0477763935827606,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K59474963642861,UK,26591277579739,GBP,2021-01-26 01:34:36,-0.0003489293964343,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
K59474963642861,UK,26591277579739,GBP,2021-02-03 07:34:43,0.0011931758842885,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
K59474963642861,UK,26591277579739,EUR,2021-03-06 08:11:35,-0.0465294777509711,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K59474963642861,UK,26591277579739,EUR,2021-03-07 08:19:04,-0.0455213797311354,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K59474963642861,UK,26591277579739,BRL,2021-08-23 19:51:07,-0.1847107681885257,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
K59474963642861,UK,26591277579739,EUR,2021-09-25 15:57:00,-0.0239258942441847,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K59474963642861,UK,26591277579739,EUR,2021-03-02 04:17:00,-0.0245404652689409,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
K59474963642861,UK,26591277579739,GBP,2021-04-09 07:52:43,-0.1706882394121457,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
K59474963642861,UK,26591277579739,GBP,2021-05-15 21:57:43,-0.1706564895639228,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
K59474963642861,UK,26591277579739,GBP,2021-06-10 12:34:05,-0.170559337142668,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
K59474963642861,UK,26591277579739,EUR,2021-07-07 15:18:48,-0.0248532220151678,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
K59474963642861,UK,53267379385537,GBP,2021-01-14 17:39:24,-0.1699341717072376,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
K59474963642861,UK,53267379385537,GBP,2021-05-13 01:16:52,-0.1701813694711485,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
K59474963642861,UK,53267379385537,HKD,2021-09-12 21:54:24,-0.0618555700306866,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K59474963642861,UK,53267379385537,HKD,2021-09-14 16:32:39,-0.0616454267389579,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K59474963642861,UK,53267379385537,GBP,2021-09-22 16:10:29,-0.1699909760971769,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
K59474963642861,UK,53267379385537,GBP,2021-09-25 15:49:40,-0.1704869573554872,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
K59474963642861,UK,53267379385537,HKD,2021-11-22 15:11:32,-0.0619096298395331,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K59474963642861,UK,53267379385537,HKD,2021-01-27 18:09:37,-0.0423505715931241,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K59474963642861,UK,53267379385537,GBP,2021-04-07 17:05:40,-0.1149829721319873,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
K59474963642861,UK,53267379385537,GBP,2021-05-06 18:46:43,-0.114299275622308,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
K59474963642861,UK,53267379385537,HKD,2021-06-06 17:36:22,-0.0419720283601681,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K59474963642861,UK,53267379385537,GBP,2021-06-16 19:30:50,-0.1147973711879361,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
K59474963642861,UK,53267379385537,GBP,2021-09-15 06:32:56,-0.1146102902287625,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
K59474963642861,UK,53267379385537,GBP,2021-09-21 19:07:42,-0.1150090485889073,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
K59474963642861,UK,53267379385537,HKD,2021-11-15 15:55:37,-0.0423414377236892,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K59474963642861,UK,53267379385537,HKD,2021-11-29 18:54:56,-0.0419202389588143,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K59474963642861,UK,53267379385537,HKD,2021-12-24 06:47:23,-0.0423353096326693,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
K59474963642861,UK,53267379385537,GBP,2021-12-30 02:11:47,-0.1137530443267437,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
