customer,customer_country,fraud_flag,timestamp,counterparty,counterparty_country,type,ccy,amount,hr_rounded,converted_time,converted_amount,scaled_amount
K33411671937212,SG,N,2021-02-23 06:31:33,98161837197445,UK,PAYMENT,GBP,16425.21,7,2021-02-23 06:31:33,18724.7394,-0.12987389761772294
K33411671937212,SG,N,2021-03-06 23:12:08,98161837197445,UK,PAYMENT,GBP,16313.22,23,2021-03-06 23:12:08,18597.070799999998,-0.13026853307859804
K33411671937212,SG,N,2021-03-09 14:05:07,98161837197445,UK,PAYMENT,SGD,3733.75,14,2021-03-09 14:05:07,2650.9625,-0.17955942996424284
K33411671937212,SG,N,2021-05-06 18:57:48,98161837197445,UK,PAYMENT,SGD,3729.51,19,2021-05-06 18:57:48,2647.9521,-0.1795687353893154
K33411671937212,SG,N,2021-05-10 05:24:34,98161837197445,UK,PAYMENT,GBP,16173.2,5,2021-05-10 05:24:34,18437.448,-0.1307619419296716
K33411671937212,SG,N,2021-05-31 16:35:14,98161837197445,UK,PAYMENT,SGD,3748.04,17,2021-05-31 16:35:14,2661.1083999999996,-0.17952806804813748
K33411671937212,SG,N,2021-09-23 13:13:38,98161837197445,UK,PAYMENT,GBP,16430.73,13,2021-09-23 13:13:38,18731.032199999998,-0.1298544459903988
K33411671937212,SG,N,2021-05-25 21:24:45,98161837197445,UK,TRANSFER,BRL,16121.97,21,2021-05-25 21:24:45,3224.3940000000002,-0.17778690011522127
K33411671937212,SG,N,2021-09-20 19:54:16,98161837197445,UK,TT,SGD,16168.77,20,2021-09-20 19:54:16,11479.8267,-0.15226859343458246
K33411671937212,SG,N,2021-01-02 18:02:25,11459555211938,US,BILLING,SGD,22112.94,18,2021-01-02 18:02:25,15700.187399999999,-0.13922306783233077
K33411671937212,SG,N,2021-01-18 03:37:26,11459555211938,US,BILLING,SGD,21961.52,4,2021-01-18 03:37:26,15592.679199999999,-0.13955538563055878
K33411671937212,SG,N,2021-01-31 13:42:51,11459555211938,US,BILLING,HKD,22387.83,14,2021-01-31 13:42:51,2910.4179000000004,-0.17875742930507113
K33411671937212,SG,N,2021-05-08 05:35:45,11459555211938,US,BILLING,USD,13048.06,6,2021-05-08 05:35:45,13048.06,-0.14742103913301444
K33411671937212,SG,N,2021-06-04 18:42:35,11459555211938,US,BILLING,USD,13000.0,19,2021-06-04 18:42:35,13000.0,-0.1475695970419259
K33411671937212,SG,N,2021-06-14 11:34:18,11459555211938,US,BILLING,SGD,22233.17,12,2021-06-14 11:34:18,15785.550699999998,-0.13895920196995493
K33411671937212,SG,N,2021-06-14 20:53:41,11459555211938,US,BILLING,USD,12910.57,21,2021-06-14 20:53:41,12910.57,-0.14784603345045597
K33411671937212,SG,N,2021-07-06 10:54:51,11459555211938,US,BILLING,SGD,22174.08,11,2021-07-06 10:54:51,15743.596800000001,-0.13908888535852507
K33411671937212,SG,N,2021-09-17 16:37:49,11459555211938,US,BILLING,USD,13153.65,17,2021-09-17 16:37:49,13153.65,-0.14709465066855407
K33411671937212,SG,N,2021-09-23 17:01:31,11459555211938,US,BILLING,JPY,22262.84,17,2021-09-23 17:01:31,151.38731199999998,-0.18728584825588485
K33411671937212,SG,N,2021-09-28 12:39:49,11459555211938,US,BILLING,SGD,22390.88,13,2021-09-28 12:39:49,15897.5248,-0.1386130796614188
K33411671937212,SG,N,2021-11-02 13:32:01,11459555211938,US,BILLING,SGD,22306.76,14,2021-11-02 13:32:01,15837.799599999998,-0.1387976957833772
K33411671937212,SG,N,2021-11-12 09:05:42,11459555211938,US,BILLING,SGD,22096.59,9,2021-11-12 09:05:42,15688.578899999999,-0.13925895078042896
K33411671937212,SG,N,2021-12-02 21:16:51,11459555211938,US,BILLING,EUR,22280.84,21,2021-12-02 21:16:51,22280.84,-0.1188816614750912
K33411671937212,SG,N,2021-12-05 13:38:08,11459555211938,US,BILLING,SGD,22171.11,14,2021-12-05 13:38:08,15741.4881,-0.1390954035454273
K33411671937212,SG,N,2021-03-24 00:14:50,45554233157743,US,DIVIDEND,SGD,8005.28,0,2021-03-24 00:14:50,5683.748799999999,-0.17018480676608633
K33411671937212,SG,N,2021-06-02 12:05:24,45554233157743,US,DIVIDEND,USD,8991.88,12,2021-06-02 12:05:24,8991.88,-0.15995906699336798
K33411671937212,SG,N,2021-09-03 10:45:03,45554233157743,US,DIVIDEND,SGD,7892.94,11,2021-09-03 10:45:03,5603.987399999999,-0.17043135663699463
K33411671937212,SG,N,2021-12-12 12:09:26,45554233157743,US,DIVIDEND,SGD,7903.23,12,2021-12-12 12:09:26,5611.293299999999,-0.17040877342378788
K33411671937212,SG,N,2021-01-28 00:55:03,11459555211938,US,INTEREST,SGD,23231.31,1,2021-01-28 00:55:03,16494.2301,-0.13676860834214288
K33411671937212,SG,N,2021-01-28 09:45:20,45554233157743,US,INTEREST,USD,65619.45,10,2021-01-28 09:45:20,65619.45,0.015081993887589077
K33411671937212,SG,N,2021-02-10 17:54:40,11459555211938,US,INTEREST,USD,75000.0,18,2021-02-10 17:54:40,75000.0,0.04407814229457285
K33411671937212,SG,N,2021-02-12 17:21:15,11459555211938,US,INTEREST,USD,75245.07,17,2021-02-12 17:21:15,75245.07,0.044835676350688934
K33411671937212,SG,N,2021-03-17 22:01:23,45554233157743,US,INTEREST,SGD,97859.03,22,2021-03-17 22:01:23,69479.91129999999,0.0270150371285736
K33411671937212,SG,N,2021-04-04 09:57:59,11459555211938,US,INTEREST,SGD,23647.44,10,2021-04-04 09:57:59,16789.682399999998,-0.13585533793284016
K33411671937212,SG,N,2021-05-27 12:03:08,11459555211938,US,INTEREST,USD,74359.63,12,2021-05-27 12:03:08,74359.63,0.04209869934555813
K33411671937212,SG,N,2021-07-11 13:45:22,11459555211938,US,INTEREST,USD,74965.21,14,2021-07-11 13:45:22,74965.21,0.04397060318406454
K33411671937212,SG,N,2021-07-29 13:04:57,45554233157743,US,INTEREST,SGD,97926.91,13,2021-07-29 13:04:57,69528.1061,0.02716401171676355
K33411671937212,SG,N,2021-08-12 12:30:48,11459555211938,US,INTEREST,USD,75400.77,13,2021-08-12 12:30:48,75400.77,0.04531695946382913
K33411671937212,SG,N,2021-08-15 16:32:58,11459555211938,US,INTEREST,SGD,23576.52,17,2021-08-15 16:32:58,16739.3292,-0.13601098433523304
K33411671937212,SG,N,2021-09-01 14:18:14,11459555211938,US,INTEREST,USD,75393.0,14,2021-09-01 14:18:14,75393.0,0.04529294167456066
K33411671937212,SG,N,2021-10-06 21:09:02,45554233157743,US,INTEREST,USD,65837.7,21,2021-10-06 21:09:02,65837.7,0.015756624840979252
K33411671937212,SG,N,2021-11-02 08:32:20,45554233157743,US,INTEREST,SGD,98000.0,9,2021-11-02 08:32:20,69580.0,0.027324420565478926
K33411671937212,SG,N,2021-11-04 19:24:59,45554233157743,US,INTEREST,SGD,97429.29,19,2021-11-04 19:24:59,69174.7959,0.026071897182658264
K33411671937212,SG,N,2021-12-05 19:14:46,11459555211938,US,INTEREST,SGD,23607.91,19,2021-12-05 19:14:46,16761.6161,-0.13594209346423597
K33411671937212,SG,N,2021-12-07 09:38:06,45554233157743,US,INTEREST,SGD,98002.39,10,2021-12-07 09:38:06,69581.6969,0.02732966584046085
K33411671937212,SG,N,2021-12-14 14:22:11,11459555211938,US,INTEREST,USD,75092.26,14,2021-12-14 14:22:11,75092.26,0.04436332649507582
K33411671937212,SG,N,2021-12-15 17:11:18,45554233157743,US,INTEREST,SGD,97973.61,17,2021-12-15 17:11:18,69561.2631,0.02726650307310514
K33411671937212,SG,Y,2021-04-15 13:01:22,33391368159541,US,PAYMENT,SGD,26000.0,13,2021-04-15 13:01:22,18460.0,-0.13069223161003424
K33411671937212,SG,Y,2021-04-16 01:03:27,33391368159541,US,PAYMENT,SGD,35125.0,1,2021-04-16 01:03:27,24938.75,-0.11066581562251261
K33411671937212,SG,Y,2021-04-28 02:16:25,33391368159541,US,PAYMENT,SGD,18800.0,2,2021-04-28 02:16:25,13348.0,-0.14649389682758557
K33411671937212,SG,Y,2021-05-01 03:01:41,33391368159541,US,PAYMENT,SGD,23870.0,3,2021-05-01 03:01:41,16947.7,-0.13536689090355983
K51727366778353,SG,N,2021-01-28 11:00:15,83722419663788,DE,INVESTMENT,GBP,49516.48,11,2021-01-28 11:00:15,56448.7872,-0.01326537375494843
K51727366778353,SG,N,2021-02-24 20:00:27,83722419663788,DE,INVESTMENT,BRL,69375.82,20,2021-02-24 20:00:27,13875.164000000002,-0.14486438410404384
K51727366778353,SG,N,2021-03-09 21:31:16,83722419663788,DE,OTHER,EUR,60270.29,22,2021-03-09 21:31:16,60270.29,-0.001452754843850035
K51727366778353,SG,N,2021-03-23 13:56:05,83722419663788,DE,OTHER,SGD,50016.67,14,2021-03-23 13:56:05,35511.835699999996,-0.07798342897386645
K51727366778353,SG,N,2021-08-12 13:08:18,83722419663788,DE,OTHER,SGD,50000.0,13,2021-08-12 13:08:18,35500.0,-0.07802001421819652
K51727366778353,SG,N,2021-08-17 12:05:26,83722419663788,DE,OTHER,EUR,59757.39,12,2021-08-17 12:05:26,59757.39,-0.0030381762229740755
K51727366778353,SG,N,2021-08-30 10:45:12,83722419663788,DE,OTHER,EUR,59755.5,11,2021-08-30 10:45:12,59755.5,-0.003044018387931267
K51727366778353,SG,N,2021-09-21 17:11:59,83722419663788,DE,OTHER,EUR,60000.0,17,2021-09-21 17:11:59,60000.0,-0.0022882462545800743
K51727366778353,SG,N,2021-10-15 13:07:43,83722419663788,DE,OTHER,EUR,59522.33,13,2021-10-15 13:07:43,59522.33,-0.003764768442464994
K51727366778353,SG,N,2021-10-30 23:41:18,83722419663788,DE,OTHER,SGD,49653.64,0,2021-10-30 23:41:18,35254.0844,-0.07878016210218973
K51727366778353,SG,N,2021-11-05 18:50:48,83722419663788,DE,OTHER,EUR,60008.51,19,2021-11-05 18:50:48,60008.51,-0.0022619410568098484
K51727366778353,SG,N,2021-12-30 13:53:50,83722419663788,DE,OTHER,EUR,60035.2,14,2021-12-30 13:53:50,60035.2,-0.002179439796118071
K51727366778353,SG,N,2021-02-13 17:25:21,83722419663788,DE,TRANSFER,SGD,74032.01,17,2021-02-13 17:25:21,52562.7271,-0.025277545256412442
K51727366778353,SG,N,2021-02-19 11:23:12,83722419663788,DE,TRANSFER,SGD,74625.77,11,2021-02-19 11:23:12,52984.2967,-0.02397443459813837
K51727366778353,SG,N,2021-02-22 13:31:51,83722419663788,DE,TRANSFER,SGD,74290.18,14,2021-02-22 13:31:51,52746.02779999999,-0.02471094582457702
K51727366778353,SG,N,2021-03-02 09:02:23,83722419663788,DE,TRANSFER,EUR,69517.34,9,2021-03-02 09:02:23,69517.34,0.027130732705046255
K51727366778353,SG,N,2021-04-11 20:12:10,83722419663788,DE,TRANSFER,SGD,73681.42,20,2021-04-11 20:12:10,52313.8082,-0.02604697661872095
K51727366778353,SG,N,2021-04-19 17:58:44,83722419663788,DE,TRANSFER,EUR,69000.0,18,2021-04-19 17:58:44,69000.0,0.02553158687491168
K51727366778353,SG,N,2021-08-31 17:17:58,83722419663788,DE,TRANSFER,EUR,69484.15,17,2021-08-31 17:17:58,69484.15,0.02702813934264982
K51727366778353,SG,N,2021-11-02 16:54:22,83722419663788,DE,TRANSFER,EUR,69611.82,17,2021-11-02 16:54:22,69611.82,0.02742277913105455
K51727366778353,SG,N,2021-11-16 10:20:33,83722419663788,DE,TRANSFER,SGD,74941.96,10,2021-11-16 10:20:33,53208.791600000004,-0.02328050008075814
K51727366778353,SG,N,2021-12-17 17:36:00,83722419663788,DE,TRANSFER,SGD,74573.66,18,2021-12-17 17:36:00,52947.2986,-0.02408879915015039
K51727366778353,SG,N,2021-12-27 14:30:37,83722419663788,DE,TRANSFER,SGD,74297.39,15,2021-12-27 14:30:37,52751.1469,-0.024695122212602186
K51727366778353,SG,N,2021-12-30 18:41:47,83722419663788,DE,TRANSFER,EUR,69749.11,19,2021-12-30 18:41:47,69749.11,0.02784715522998208
K51727366778353,SG,N,2021-02-02 12:56:27,54934962242163,SG,INTEREST,SGD,86649.72,13,2021-02-02 12:56:27,61521.301199999994,0.0024142365813860822
K51727366778353,SG,N,2021-08-26 18:25:46,54934962242163,SG,INTEREST,SGD,87017.3,18,2021-08-26 18:25:46,61782.282999999996,0.0032209554842565742
K51727366778353,SG,N,2021-09-09 13:36:28,54934962242163,SG,INTEREST,BRL,225782.62,14,2021-09-09 13:36:28,45156.524000000005,-0.048170804630315145
K51727366778353,SG,N,2021-09-26 17:48:30,54934962242163,SG,INTEREST,BRL,225769.7,18,2021-09-26 17:48:30,45153.94,-0.04817879201351589
K51727366778353,SG,N,2021-06-12 06:30:33,54934962242163,SG,TT,BRL,332037.43,7,2021-06-12 06:30:33,66407.486,0.01751788611203712
K51727366778353,SG,N,2021-07-30 14:30:27,54934962242163,SG,TT,SGD,41014.86,15,2021-07-30 14:30:27,29120.5506,-0.09773948285886722
K51727366778353,SG,N,2021-09-22 08:34:56,54934962242163,SG,TT,SGD,40659.36,9,2021-09-22 08:34:56,28868.1456,-0.09851969007898381
K51727366778353,SG,N,2021-02-20 10:45:12,63752527427552,US,DIVIDEND,USD,1371.07,11,2021-02-20 10:45:12,1371.07,-0.1835156961613193
K51727366778353,SG,N,2021-03-20 13:54:11,63752527427552,US,DIVIDEND,USD,1354.25,14,2021-03-20 13:54:11,1354.25,-0.18356768833834575
K51727366778353,SG,N,2021-06-08 21:53:27,63752527427552,US,DIVIDEND,SGD,75584.87,22,2021-06-08 21:53:27,53665.257699999995,-0.021869521110617067
K51727366778353,SG,N,2021-09-09 17:08:06,63752527427552,US,DIVIDEND,SGD,75461.55,17,2021-09-09 17:08:06,53577.7005,-0.022140168520982113
K51727366778353,SG,N,2021-11-01 17:07:29,63752527427552,US,DIVIDEND,SGD,75647.04,17,2021-11-01 17:07:29,53709.39839999999,-0.021733078120814972
K59474963642861,UK,N,2021-03-25 23:21:59,14122799527753,CN,DIVIDEND,CNY,415755.95,23,2021-03-25 15:21:59,58205.833000000006,-0.007834182537517926
K59474963642861,UK,N,2021-03-26 17:43:41,14122799527753,CN,DIVIDEND,JPY,7918051.78,18,2021-03-26 09:43:41,53842.752104,-0.0213208694772061
K59474963642861,UK,N,2021-05-07 00:57:05,14122799527753,CN,DIVIDEND,GBP,48128.08,1,2021-05-06 16:57:05,54866.0112,-0.018157880888433363
K59474963642861,UK,N,2021-06-12 06:15:08,14122799527753,CN,DIVIDEND,CNY,415655.52,6,2021-06-11 22:15:08,58191.772800000006,-0.007877643917269845
K59474963642861,UK,N,2021-06-24 20:04:02,14122799527753,CN,DIVIDEND,GBP,48069.25,20,2021-06-24 12:04:02,54798.94499999999,-0.018365188720947737
K59474963642861,UK,N,2021-07-09 13:43:57,14122799527753,CN,DIVIDEND,GBP,48484.39,14,2021-07-09 05:43:57,55272.2046,-0.016902299487733273
K59474963642861,UK,N,2021-07-21 00:20:36,14122799527753,CN,DIVIDEND,CNY,415186.01,0,2021-07-20 16:20:36,58126.04140000001,-0.008080825759421822
K59474963642861,UK,N,2021-08-10 23:52:56,14122799527753,CN,DIVIDEND,JPY,7916962.11,0,2021-08-10 15:52:56,53835.342348,-0.021343773718922796
K59474963642861,UK,N,2021-10-13 14:54:24,14122799527753,CN,DIVIDEND,GBP,48424.27,15,2021-10-13 06:54:24,55203.66779999999,-0.017114153080981007
K59474963642861,UK,N,2021-10-30 23:20:16,14122799527753,CN,DIVIDEND,GBP,48110.84,23,2021-10-30 15:20:16,54846.35759999999,-0.018218631985366045
K59474963642861,UK,N,2021-12-11 23:42:38,14122799527753,CN,DIVIDEND,CNY,415265.44,0,2021-12-11 15:42:38,58137.16160000001,-0.008046452191825544
K59474963642861,UK,N,2021-08-12 03:00:59,14122799527753,CN,INVESTMENT,INR,280528.73,3,2021-08-11 19:00:59,3366.34476,-0.17734811717568744
K59474963642861,UK,N,2021-01-02 09:22:01,14122799527753,CN,PAYMENT,CNY,280398.97,9,2021-01-02 01:22:01,39255.8558,-0.06641031626103722
K59474963642861,UK,N,2021-02-28 21:00:24,14122799527753,CN,PAYMENT,GBP,32926.51,21,2021-02-28 13:00:24,37536.2214,-0.0717258653778965
K59474963642861,UK,N,2021-03-06 19:17:02,14122799527753,CN,PAYMENT,CNY,280500.18,19,2021-03-06 11:17:02,39270.025200000004,-0.06636651733397664
K59474963642861,UK,N,2021-06-06 18:37:52,14122799527753,CN,PAYMENT,JPY,9463878.37,19,2021-06-06 10:37:52,64354.37291599999,0.01117152351283084
K59474963642861,UK,N,2021-07-30 21:52:50,14122799527753,CN,PAYMENT,JPY,9462704.84,22,2021-07-30 13:52:50,64346.392911999996,0.01114685658175833
K59474963642861,UK,N,2021-08-03 01:05:26,14122799527753,CN,PAYMENT,JPY,9458005.33,1,2021-08-02 17:05:26,64314.436244,0.011048075562743379
K59474963642861,UK,N,2021-08-11 20:06:25,14122799527753,CN,PAYMENT,CNY,280513.6,20,2021-08-11 12:06:25,39271.904,-0.06636070978925623
K59474963642861,UK,N,2021-08-29 13:43:27,14122799527753,CN,PAYMENT,INR,281478.88,14,2021-08-29 05:43:27,3377.74656,-0.17731287315642347
K59474963642861,UK,N,2021-12-25 15:10:07,14122799527753,CN,PAYMENT,GBP,32829.67,15,2021-12-25 07:10:07,37425.8238,-0.07206711457899612
K59474963642861,UK,N,2021-01-01 19:49:29,26591277579739,DE,INVESTMENT,EUR,45284.12,20,2021-01-01 11:49:29,45284.12,-0.04777639358276064
K59474963642861,UK,N,2021-01-26 09:34:36,26591277579739,DE,INVESTMENT,GBP,53181.92,10,2021-01-26 01:34:36,60627.38879999999,-0.0003489293964343084
K59474963642861,UK,N,2021-02-03 15:34:43,26591277579739,DE,INVESTMENT,GBP,53619.54,16,2021-02-03 07:34:43,61126.27559999999,0.0011931758842885954
K59474963642861,UK,N,2021-03-06 16:11:35,26591277579739,DE,INVESTMENT,EUR,45687.51,16,2021-03-06 08:11:35,45687.51,-0.04652947775097112
K59474963642861,UK,N,2021-03-07 16:19:04,26591277579739,DE,INVESTMENT,EUR,46013.64,16,2021-03-07 08:19:04,46013.64,-0.045521379731135445
K59474963642861,UK,N,2021-08-24 03:51:07,26591277579739,DE,PAYMENT,BRL,4922.26,4,2021-08-23 19:51:07,984.4520000000001,-0.18471076818852575
K59474963642861,UK,N,2021-09-25 23:57:00,26591277579739,DE,TRANSFER,EUR,53000.0,0,2021-09-25 15:57:00,53000.0,-0.023925894244184773
K59474963642861,UK,N,2021-03-02 12:17:00,26591277579739,DE,TT,EUR,52801.18,12,2021-03-02 04:17:00,52801.18,-0.024540465268940943
K59474963642861,UK,N,2021-04-09 15:52:43,26591277579739,DE,TT,GBP,4842.88,16,2021-04-09 07:52:43,5520.883199999999,-0.17068823941214573
K59474963642861,UK,N,2021-05-16 05:57:43,26591277579739,DE,TT,GBP,4851.89,6,2021-05-15 21:57:43,5531.1546,-0.1706564895639228
K59474963642861,UK,N,2021-06-10 20:34:05,26591277579739,DE,TT,GBP,4879.46,21,2021-06-10 12:34:05,5562.5844,-0.170559337142668
K59474963642861,UK,N,2021-07-07 23:18:48,26591277579739,DE,TT,EUR,52700.0,23,2021-07-07 15:18:48,52700.0,-0.02485322201516783
K59474963642861,UK,N,2021-01-15 01:39:24,53267379385537,HK,BILLING,GBP,5056.87,2,2021-01-14 17:39:24,5764.831799999999,-0.1699341717072376
K59474963642861,UK,N,2021-05-13 09:16:52,53267379385537,HK,BILLING,GBP,4986.72,9,2021-05-13 01:16:52,5684.8607999999995,-0.17018136947114854
K59474963642861,UK,N,2021-09-13 05:54:24,53267379385537,HK,BILLING,HKD,313302.79,6,2021-09-12 21:54:24,40729.3627,-0.061855570030686695
K59474963642861,UK,N,2021-09-15 00:32:39,53267379385537,HK,BILLING,HKD,313825.74,1,2021-09-14 16:32:39,40797.3462,-0.06164542673895793
K59474963642861,UK,N,2021-09-23 00:10:29,53267379385537,HK,BILLING,GBP,5040.75,0,2021-09-22 16:10:29,5746.455,-0.16999097609717692
K59474963642861,UK,N,2021-09-25 23:49:40,53267379385537,HK,BILLING,GBP,4900.0,0,2021-09-25 15:49:40,5585.999999999999,-0.17048695735548722
K59474963642861,UK,N,2021-11-22 23:11:32,53267379385537,HK,BILLING,HKD,313168.26,23,2021-11-22 15:11:32,40711.8738,-0.06190962983953317
K59474963642861,UK,N,2021-01-28 02:09:37,53267379385537,HK,DIVIDEND,HKD,361841.76,2,2021-01-27 18:09:37,47039.4288,-0.04235057159312415
K59474963642861,UK,N,2021-04-08 01:05:40,53267379385537,HK,DIVIDEND,GBP,20650.97,1,2021-04-07 17:05:40,23542.105799999998,-0.11498297213198734
K59474963642861,UK,N,2021-05-07 02:46:43,53267379385537,HK,DIVIDEND,GBP,20844.99,3,2021-05-06 18:46:43,23763.2886,-0.11429927562230803
K59474963642861,UK,N,2021-06-07 01:36:22,53267379385537,HK,DIVIDEND,HKD,362783.78,2,2021-06-06 17:36:22,47161.89140000001,-0.04197202836016816
K59474963642861,UK,N,2021-06-17 03:30:50,53267379385537,HK,DIVIDEND,GBP,20703.64,4,2021-06-16 19:30:50,23602.149599999997,-0.11479737118793616
K59474963642861,UK,N,2021-09-15 14:32:56,53267379385537,HK,DIVIDEND,GBP,20756.73,15,2021-09-15 06:32:56,23662.672199999997,-0.11461029022876251
K59474963642861,UK,N,2021-09-22 03:07:42,53267379385537,HK,DIVIDEND,GBP,20643.57,3,2021-09-21 19:07:42,23533.669799999996,-0.11500904858890738
K59474963642861,UK,N,2021-11-15 23:55:37,53267379385537,HK,DIVIDEND,HKD,361864.49,0,2021-11-15 15:55:37,47042.3837,-0.04234143772368923
K59474963642861,UK,N,2021-11-30 02:54:56,53267379385537,HK,DIVIDEND,HKD,362912.66,3,2021-11-29 18:54:56,47178.6458,-0.04192023895881433
K59474963642861,UK,N,2021-12-24 14:47:23,53267379385537,HK,DIVIDEND,HKD,361879.74,15,2021-12-24 06:47:23,47044.366200000004,-0.0423353096326693
K59474963642861,UK,N,2021-12-30 10:11:47,53267379385537,HK,DIVIDEND,GBP,21000.0,10,2021-12-30 02:11:47,23939.999999999996,-0.11375304432674373
K59474963642861,UK,N,2021-07-26 14:51:29,53267379385537,HK,INVESTMENT,CNY,315000.0,15,2021-07-26 06:51:29,44100.00000000001,-0.05143661811668215
K59474963642861,UK,N,2021-05-23 01:26:11,21253618961831,UK,BILLING,JPY,1016799.25,1,2021-05-22 17:26:11,6914.2348999999995,-0.16638126032495754
K59474963642861,UK,N,2021-01-10 11:57:26,21253618961831,UK,DIVIDEND,JPY,1015784.81,12,2021-01-10 03:57:26,6907.336708,-0.16640258327499477
K59474963642861,UK,N,2021-01-28 00:43:26,21253618961831,UK,DIVIDEND,GBP,26922.17,1,2021-01-27 16:43:26,30691.273799999995,-0.09288423204590932
K59474963642861,UK,N,2021-02-05 16:15:39,21253618961831,UK,DIVIDEND,GBP,26654.59,16,2021-02-05 08:15:39,30386.2326,-0.09382714263275596
K59474963642861,UK,N,2021-02-26 22:41:03,21253618961831,UK,DIVIDEND,GBP,26913.15,23,2021-02-26 14:41:03,30680.990999999998,-0.09291601713258751
K59474963642861,UK,N,2021-03-28 04:50:32,21253618961831,UK,DIVIDEND,GBP,26701.08,5,2021-03-27 20:50:32,30439.2312,-0.09366331905407856
K59474963642861,UK,N,2021-04-03 01:58:42,21253618961831,UK,DIVIDEND,GBP,26700.0,2,2021-04-02 17:58:42,30437.999999999996,-0.09366712480725067
K59474963642861,UK,N,2021-04-06 18:34:18,21253618961831,UK,DIVIDEND,GBP,27162.56,19,2021-04-06 10:34:18,30965.3184,-0.09203713481901615
K59474963642861,UK,N,2021-04-27 17:26:51,21253618961831,UK,DIVIDEND,GBP,27203.73,17,2021-04-27 09:26:51,31012.252199999995,-0.09189205809855695
K59474963642861,UK,N,2021-06-19 23:29:10,21253618961831,UK,DIVIDEND,GBP,27210.55,23,2021-06-19 15:29:10,31020.027,-0.09186802547204415
K59474963642861,UK,N,2021-06-30 15:03:12,21253618961831,UK,DIVIDEND,EUR,26732.62,15,2021-06-30 07:03:12,26732.62,-0.105120797394068
K59474963642861,UK,N,2021-07-05 21:07:39,21253618961831,UK,DIVIDEND,GBP,26923.71,21,2021-07-05 13:07:39,30693.029399999996,-0.09287880532379351
K59474963642861,UK,N,2021-09-24 14:56:58,21253618961831,UK,DIVIDEND,GBP,26984.71,15,2021-09-24 06:56:58,30762.569399999997,-0.09266385074647963
K59474963642861,UK,N,2021-09-30 20:12:50,21253618961831,UK,DIVIDEND,JPY,1017372.13,20,2021-09-30 12:12:50,6918.130483999999,-0.16636921871419955
K59474963642861,UK,N,2021-10-21 17:21:04,21253618961831,UK,DIVIDEND,GBP,26818.84,17,2021-10-21 09:21:04,30573.4776,-0.09324835100449688
K59474963642861,UK,N,2021-10-27 06:34:28,21253618961831,UK,DIVIDEND,JPY,1018540.64,7,2021-10-26 22:34:28,6926.076352,-0.166344657300663
K59474963642861,UK,N,2021-12-03 01:03:36,21253618961831,UK,DIVIDEND,GBP,26627.06,1,2021-12-02 17:03:36,30354.8484,-0.09392415410018957
K59474963642861,UK,N,2021-12-06 14:45:44,21253618961831,UK,DIVIDEND,GBP,26873.53,15,2021-12-06 06:45:44,30635.824199999995,-0.09305563189247565
K59474963642861,UK,N,2021-12-30 11:45:11,21253618961831,UK,DIVIDEND,GBP,26434.87,12,2021-12-30 03:45:11,30135.751799999995,-0.09460140197254949
K59474963642861,UK,N,2021-03-03 16:46:25,21253618961831,UK,TRANSFER,GBP,36610.94,17,2021-03-03 08:46:25,41736.4716,-0.0587425031927727
K59474963642861,UK,N,2021-04-16 12:35:17,21253618961831,UK,TRANSFER,JPY,4329771.66,13,2021-04-16 04:35:17,29442.447288,-0.09674447039830099
K59474963642861,UK,N,2021-05-02 23:25:56,21253618961831,UK,TRANSFER,GBP,36402.7,23,2021-05-02 15:25:56,41499.077999999994,-0.059476308785884856
K59474963642861,UK,N,2021-05-04 17:00:00,21253618961831,UK,TRANSFER,JPY,4330349.75,17,2021-05-04 09:00:00,29446.378299999997,-0.09673231927631544
K59474963642861,UK,N,2021-05-04 20:27:44,21253618961831,UK,TRANSFER,JPY,4326657.49,20,2021-05-04 12:27:44,29421.270932,-0.09680992847499106
K59474963642861,UK,N,2021-05-10 18:35:24,21253618961831,UK,TRANSFER,GBP,36597.78,19,2021-05-10 10:35:24,41721.46919999999,-0.058788876999944034
K59474963642861,UK,N,2021-07-01 15:07:13,21253618961831,UK,TRANSFER,JPY,4330275.29,15,2021-07-01 07:07:13,29445.871971999997,-0.0967338843830342
K59474963642861,UK,N,2021-10-20 22:07:57,21253618961831,UK,TRANSFER,JPY,4329304.96,22,2021-10-20 14:07:57,29439.273727999996,-0.09675428016603727
K59474963642861,UK,N,2021-11-25 23:29:05,21253618961831,UK,TRANSFER,GBP,36632.15,23,2021-11-25 15:29:05,41760.651,-0.05866776242908701
K61564325711444,UK,N,2021-04-27 19:34:45,35835861726952,BR,BILLING,BRL,88128.13,20,2021-04-27 11:34:45,17625.626,-0.13327135888198832
K61564325711444,UK,N,2021-06-04 13:18:58,35835861726952,BR,BILLING,GBP,11435.37,13,2021-06-04 05:18:58,13036.3218,-0.14745732299581893
K61564325711444,UK,N,2021-06-10 15:30:42,35835861726952,BR,BILLING,BRL,87639.56,16,2021-06-10 07:30:42,17527.912,-0.13357340190136777
K61564325711444,UK,N,2021-07-27 01:30:27,35835861726952,BR,BILLING,BRL,88000.26,2,2021-07-26 17:30:27,17600.052,-0.13335041048337204
K61564325711444,UK,N,2021-10-23 20:00:31,35835861726952,BR,INVESTMENT,GBP,11547.42,20,2021-10-23 12:00:31,13164.058799999999,-0.14706247610421205
